-2	-1	-1	-1	-2	-1	-1	-1	-2	-1	-2	-1	-1	-2	-1	-2	-2	-2	-1	-2	-20	20	-20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	20	-2	-2	-24	24	24	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-20	20	-20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	20	-2	-23	23	23	-23	-2	-24	24	-24	-2	-2	-2	-1	-1	-2	37	-2	-2	-2	37	-2	-2	-1	-1	-2	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	20	-20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	-20	20	20	20	20	-20	-20	-20	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-1	-2	-2	-2	37	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-24	24	-24	-2	-24	24	-24	-2
-1	-1	-2	-1	-2	-1	-2	-2	-2	-1	-2	-2	-2	-2	-2	-1	-1	-1	-2	-1	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	20	-20	-2	-2	24	24	24	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	20	-20	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	-2	-1	17	17	17	17	17	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	20	20	20	-20	20	20	20	20	20	20	20	-20	-20	-20	20	20	-20	-20	20	20	-2	-24	24	24	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-24	24	24	-2	-2	-2	-2	37	-2	17	17	17	17	17	-2	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-2
-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-1	-2	-24	24	24	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-24	24	-24	-2	-2	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-1	-1	-1	-2	-2	-2	-2	-2	37	-2	-2	-2	-1	-2	37	-2	-1	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-1	-2	-2	-2	-2	-2	-20	20	-20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	20	-2	24	24	24	-23	23	23	-23	-2	-2	-2	-2	-2	-2	-2	-24	24	24	-2	-2	24	24	24	-2	-2	-2	-1	-2	-1	-2	-2	-2	-2	-1	-2	-20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	20	20	-20	-2
-20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	20	20	-20	-2	-1	24	24	24	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	20	20	-20	-24	24	24	-2	-2	-2	-24	24	24	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	37	-2	-2	-2	-2	-1	-2	-1	-2	-1	-1	-1	-2	-1	-2	-2	-1	-2	-1	-1	-1	-2	-1	-2	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	20	-20	-2	-24	24	-24	23	23	23	23	-2	-2	-23	23	23	-23	-2	24	24	24	-2	-2	-24	24	-24	-2	-15	15	15	15	15	15	15	15	15	-15	-2	20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	-20	-20	20	20	20	-2
20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	-20	-20	20	20	20	-2	-1	-24	24	-24	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-2	-2	20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	-20	-20	20	20	20	24	24	24	-2	-2	-2	24	24	24	-2	-2	-2	-2	-2	26	26	26	-26	-1	-1	-1	-2	-1	-2	-2	-15	15	15	15	15	15	15	15	15	-15	-2	-2	-1	-2	-2	-2	-2	-1	-2	-1	-2	-1	-2	-1	-1	-2	-1	-2	-1	-2	-1	-2	-1	-2	-2	-2	-2	-2	-2	-14	-14	14	14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-2	-2	-2	-2	23	23	23	23	-2	-2	23	23	23	23	-2	-24	24	-24	-2	-2	-2	-2	-2	-1	15	15	15	15	15	15	15	15	15	15	-1	20	20	20	20	20	20	-20	-20	-20	-20	-20	20	-20	20	20	-20	-20	-20	20	-20	-2
20	20	20	20	20	20	-20	-20	-20	-20	-20	20	-20	20	20	-20	-20	-20	20	-20	-2	-2	-1	-2	-2	-20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	20	20	-20	-2	-2	20	20	20	20	20	20	-20	-20	-20	-20	-20	20	-20	20	20	-20	-20	-20	20	-20	-24	24	-24	-2	-1	-2	-24	24	-24	-23	23	23	-23	-2	-26	26	26	26	-2	-1	-2	-2	-2	-2	-2	15	15	15	15	15	15	15	15	15	15	-2	-1	-2	-2	-1	-2	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	-2	-2	-14	14	14	14	14	36	-14	-14	36	-14	14	14	-14	-14	-2	-2	-2	-2	-23	23	23	-23	-2	-2	23	23	23	23	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	15	15	15	15	15	15	15	15	15	15	-1	-20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-2
-20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-2	-2	-1	-2	-2	20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	-20	-20	20	20	20	-2	-2	-20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-2	-2	-1	-2	-2	-1	-2	-2	-2	23	23	23	23	-2	-26	-26	26	-26	-1	-2	-2	-2	-2	-2	-2	15	15	15	15	15	15	15	15	15	15	-2	-2	-2	-21	-21	21	21	21	21	-21	-21	-21	21	21	21	-21	21	21	-21	-21	-21	-21	-21	-2	-1	-1	-2	-2	-2	14	14	14	14	14	14	14	-14	-14	14	14	14	14	-14	-2	-24	24	24	-2	-2	-2	-2	-2	-2	-23	23	23	-23	-2	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	20	-20	-20	-20	-2
-20	-20	-20	-20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	20	-20	-20	-20	-24	24	24	-2	-2	20	20	20	20	20	20	-20	-20	-20	-20	-20	20	-20	20	20	-20	-20	-20	20	-20	-2	-2	-20	-20	-20	-20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	20	-20	-20	-20	-2	-2	-2	-1	-2	-2	-2	-2	-2	23	23	23	23	-2	-2	-2	-1	-2	-1	-2	-23	23	23	-23	-2	-2	-2	-2	-1	-2	-2	-2	-1	-2	-2	-2	-2	-2	21	21	21	21	21	21	21	-21	-21	-21	21	21	21	21	21	21	-21	21	21	-21	-2	-2	-2	-2	-2	-2	-14	-14	-14	-14	-14	-14	-14	-14	14	14	14	14	14	14	-2	24	24	24	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	20	20	-20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	-20	20	20	20	20	-20	-20	-20	-2
20	20	-20	-20	-20	20	20	20	20	20	20	-20	-20	20	20	20	20	-20	-20	-20	24	24	24	-1	-2	-20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-2	-2	20	20	-20	-20	-20	20	20	20	20	20	20	-20	-20	20	20	20	20	-20	-20	-20	-2	-2	-1	-2	-2	-2	-1	-2	-2	-23	23	23	-23	-2	-1	-1	-1	-1	-2	-2	23	23	23	23	-2	-2	-2	-2	-2	-2	-1	-2	-1	-2	-1	-2	-2	-2	21	21	21	21	21	21	21	21	-21	-21	-21	-21	21	21	21	21	-21	21	21	21	-2	-1	-2	-1	-2	-2	-14	-14	36	14	14	14	14	-14	36	-14	-14	-14	-14	-14	-2	-24	24	-24	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	-20	-20	20	20	20	20	20	20	-20	20	20	20	20	20	20	20	-20	38	-20	20	20	-20	-20	20	20	-2
20	20	20	-20	20	20	20	20	20	20	20	-20	-20	-20	20	20	-20	-20	20	20	-24	24	-24	-1	-2	-20	-20	-20	-20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	20	-20	-20	-20	-2	-2	20	20	20	-20	20	20	20	20	20	20	20	-20	-20	-20	20	20	-20	-20	20	20	-2	-1	-1	-23	23	23	-23	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	23	23	23	23	-2	26	26	26	-26	-2	-2	-2	-2	-2	-2	-2	-2	-2	21	21	21	21	21	21	-21	-21	-21	-21	-21	-21	-21	21	21	21	-21	-21	21	-21	-2	-1	-1	-2	-2	-2	-14	-14	-14	-14	14	14	14	-14	-14	-14	-14	36	-14	-14	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-23	23	23	-23	20	20	20	20	20	20	-20	-20	-20	-20	-20	20	-20	20	20	-20	-20	-20	20	-20	-20	20	-20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	20	-2
-20	20	-20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	20	-2	-2	-2	-2	-2	20	20	-20	-20	-20	20	20	20	20	20	20	-20	-20	20	20	20	20	-20	-20	-20	-2	-2	-20	20	-20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	20	-2	-2	-2	23	23	23	23	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	-2	-23	23	23	-23	-2	-26	26	26	26	-2	-2	26	26	26	-26	-2	-2	-2	-21	21	21	-21	-21	-21	-21	21	21	21	21	-21	-21	21	21	21	21	-21	-21	-21	-2	-2	-2	-2	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-2	-2	-23	23	23	-23	-2	23	23	23	23	-20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	38	-20	-20	-20	-20	-20	-20	-20	20	-20	-2
-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	20	-20	-2	-2	-2	-1	-1	20	20	20	-20	20	20	20	20	20	20	20	-20	-20	-20	20	20	-20	-20	20	20	-2	-2	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	20	-20	-2	-1	-2	23	23	23	23	-1	-1	-2	-2	-1	-2	-1	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-26	-26	26	-26	-2	-2	-26	26	26	26	-2	-2	-2	-21	-21	-21	-21	-21	-21	21	21	21	21	21	-21	-21	21	21	21	21	-21	-21	-21	-2	-1	-1	-2	-20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	20	20	-20	-2	-2	23	23	23	23	-2	23	23	23	23	-20	-20	-20	-20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	38	-20	-20	-20	-2
-2	-2	-2	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-2	-1	-20	20	-20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	20	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-24	24	24	-2	-2	-2	-2	-2	-2	-1	-2	-2	-23	23	23	-23	-2	-2	-1	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-26	-26	26	-26	-2	-2	-2	21	21	21	-21	-21	21	21	21	21	21	21	-21	-21	-21	21	21	-21	-21	-21	-21	-2	-2	-2	-2	20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	-20	-20	20	20	20	-2	-2	23	23	23	23	-2	-23	23	23	-23	20	20	-20	-20	-20	20	20	20	20	20	20	-20	-20	20	20	20	20	-20	-20	-20	-20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	20	20	-20	-2
-20	20	20	-20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	20	-20	20	20	-20	-1	-2	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	20	-20	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	24	24	24	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-1	-2	-2	-2	-2	-21	-21	21	21	21	21	-21	-21	-21	21	21	21	-21	21	21	-21	-21	-21	-21	-21	21	21	-21	-21	21	21	21	21	21	21	21	-21	-21	-21	-21	-21	-21	21	21	21	-2	-2	-1	-2	20	20	20	20	20	20	-20	-20	-20	-20	-20	20	-20	20	20	-20	-20	-20	20	-20	-2	-2	-23	23	23	-23	-2	-2	-2	-2	-2	20	20	20	-20	20	20	20	20	20	20	20	-20	-20	-20	20	20	-20	-20	20	20	20	20	20	20	20	20	20	-20	-20	38	20	20	20	20	20	-20	-20	20	20	20	-2
20	20	20	20	20	20	20	20	20	20	-20	-20	-20	20	20	20	20	20	-20	-20	20	20	20	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	-24	24	-24	-1	-1	-1	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	26	26	26	-26	-2	-2	-2	-2	-2	-2	21	21	21	21	21	21	21	-21	-21	-21	21	21	21	21	21	21	-21	21	21	-21	-21	21	-21	-21	21	21	21	21	21	21	-21	-21	-21	-21	-21	-21	21	21	21	-21	-2	-1	-2	-2	-20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-20	20	-20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	-20	-20	20	20	20	20	20	20	20	20	20	-20	-20	-20	-20	-20	20	-20	20	20	-20	-20	-20	20	-20	-2
-20	20	-20	20	20	20	20	20	20	-20	-20	-20	-20	-20	20	-20	20	20	-20	-20	-20	20	-20	-2	-1	-1	-1	-2	-1	-2	-1	-2	-1	-2	-2	-1	-1	-1	-1	-2	-2	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	-2	-2	-2	-1	-2	-1	-2	-2	-2	-23	23	23	-23	-2	-26	26	26	26	-25	25	25	25	25	25	21	21	21	21	21	21	21	21	-21	-21	-21	-21	21	21	21	21	-21	21	21	21	-21	-21	-21	-21	-21	21	21	-21	-21	-21	-21	-21	-21	-21	-21	-21	-21	21	-21	-21	-2	-2	-1	-2	-20	-20	-20	-20	-20	-20	20	20	20	20	-20	-20	-20	20	20	20	20	-20	-20	-20	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	20	-20	-20	20	20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-20	20	20	-20	-20	-20	-20	-2
